# IEL
ID	Taxa	Gloss	GlossID	OriginalForm	IPA	Tokens	CogID
2255	Breton_ST	near	108	tɔst	tɔst	t ɔ s t	1168
2256	Danish	near	108	nεɐ̯	nɛɐ̯	n ɛɐ̯	1171
2257	Dutch_List	near	108	na'bɛi	nabɛi	n a b ɛi	1171
2258	English	near	108	nɪə	nɪə	n ɪə	1171
2259	French	near	108	pʀɛ	pʀɛ	p ʀ ɛ	1172
2260	Greek_Mod	near	108	ko̞ˈ(n)da	ko̞nda	k o̞ n d a	1173
2261	Marathi	near	108	'dzəwəɭ	dzəwəɭ	d z ə w ə ɭ	1175
2262	Polish	near	108	ˈbʎiskɔ	bʎiskɔ	b ʎ i s k ɔ	1170
2263	Russian	near	108	'blizko	blizko	b l i z k o	1170
2264	Spanish	near	108	'θeɾka	θeɾka	θ e ɾ k a	1178
2265	Bihari	near	108	nəjdik	nəjdik	n ə j d i k	1167
2266	Oriya	near	108	ɔdurɔ	ɔdurɔ	ɔ d u r ɔ	1176
2267	Oriya	near	108	nikɔṭɔ(-ku)	nikɔʈɔku	n i k ɔ ʈ ɔ k u	1167
2268	Oriya	near	108	pakhɔ-ru	pakʰɔru	p a kʰ ɔ r u	1180
2269	Urdu	near	108	qəɾib,	qəɾib	q ə ɾ i b	1179
2270	Urdu	near	108	nəzd̪ik	nəzd̪ik	n ə z d̪ i k	1167
2271	Catalan	near	108	ə'pɾɔp	əpɾɔp	ə p ɾ ɔ p	1169
2272	Portuguese_ST	near	108	ˈpɛɾtu	pɛɾtu	p ɛ ɾ t u	1177
# 
2273	Urdu	neck	109	ɡəɾd̪ən	ɡəɾd̪ən	ɡ ə ɾ d̪ ə n	1182
2274	Czech	neck	109	kr̩k	kr̩k	k r̩ k	1185
2275	German	neck	109	hals	hals	h a l s	1186
2276	Italian	neck	109	'kollo	kollo	k o lː o	1184
2277	Swedish	neck	109	hals	hals	h a l s	1186
2278	Breton_ST	neck	109	'gu:zuk	guːzuk	g uː z u k	1183
2279	Catalan	neck	109	kɔʎ	kɔʎ	k ɔ ʎ	1184
2280	Danish	neck	109	hals	hals	h a l s	1186
2281	Dutch_List	neck	109	hɑls	hɑls	h ɑ l s	1186
2282	English	neck	109	nɛk	nɛk	n ɛ k	1187
2283	French	neck	109	ku	ku	k u	1184
2284	Marathi	neck	109	man	man	m a n	1189
2285	Polish	neck	109	ʃɨja	ʃɨja	ʃ ɨ j a	1191
2286	Portuguese_ST	neck	109	pɨʃˈkosu	pɨʃkosu	p ɨ ʃ k o s u	1192
2287	Russian	neck	109	'ʃeja	ʃeja	ʃ e j a	1191
2288	Spanish	neck	109	'kweʎo	kweʎo	k w e ʎ o	1184
2289	Bihari	neck	109	gərdain	gərdain	g ə r d ai n	1182
2290	Oriya	neck	109	bekɔ	bekɔ	b e k ɔ	1190
2291	German	neck	109	'nakn̩	nakn̩	n a k n̩	1187
2292	Dutch_List	neck	109	nɛk	nɛk	n ɛ k	1187
2293	Greek_Mod	neck	109	afˈçe̞nas	afçe̞nas	a f ç e̞ n a s	1188
2294	Armenian_Mod	neck	109	viz	viz	v i z	1181
# 
2295	Armenian_Mod	new	110	noɾ	noɾ	n o ɾ	1193
2296	Czech	new	110	noviː	noviː	n o v iː	1194
2297	German	new	110	nɔ‿y	nɔy	n ɔy	1194
2298	Italian	new	110	'nwɔvo	nwɔvo	n w ɔ v o	1194
2299	Swedish	new	110	ny	ny	n y	1194
2300	Breton_ST	new	110	ˈneve	neve	n e v e	1194
2301	Catalan	new	110	nɔuw	nɔuw	n ɔu w	1194
2302	Danish	new	110	ny	ny	n y	1194
2303	Dutch_List	new	110	niw	niw	n i w	1194
2304	English	new	110	nju:	njuː	n j uː	1194
2305	French	new	110	nuvo	nuvo	n u v o	1194
2306	Greek_Mod	new	110	ce̞ˈnurʝo̞s	ce̞nurʝo̞s	c e̞ n u r ʝ o̞ s	1195
2307	Marathi	new	110	nə'wi:n	nəwiːn	n ə w iː n	1196
2308	Polish	new	110	ˈnɔvɨ	nɔvɨ	n ɔ v ɨ	1194
2309	Portuguese_ST	new	110	'novu	novu	n o v u	1194
2310	Russian	new	110	'novɨj	novɨj	n o v ɨ j	1194
2311	Spanish	new	110	'nweβo	nweβo	n w e β o	1194
2312	Bihari	new	110	nəb	nəb	n ə b	1194
2313	Oriya	new	110	nua	nua	n ua	1194
2314	Urdu	new	110	nəjɑ	nəjɑ	n ə j ɑ	1194
# 
2315	Armenian_Mod	night	111	giˈʃɛɾ	giʃɛɾ	g i ʃ ɛ ɾ	1197
2316	Czech	night	111	nots	nots	n o t s	1199
2317	German	night	111	naxt	naxt	n a x t	1199
2318	Italian	night	111	'nɔtte	nɔtte	n ɔ tː e	1199
2319	Swedish	night	111	nat	nat	n a t	1199
2320	Breton_ST	night	111	no:s	noːs	n oː s	1199
2321	Catalan	night	111	nit	nit	n i t	1199
2322	Danish	night	111	nad̥ʰ	nad̥ʰ	n a d̥ʰ	1199
2323	Dutch_List	night	111	nɑχt	nɑχt	n ɑ χ t	1199
2324	English	night	111	naɪt	naɪt	n aɪ t	1199
2325	French	night	111	nɥi	nɥi	n ɥ i	1199
2326	Greek_Mod	night	111	nýchta	nycʰta	n y cʰ t a	1200
2327	Marathi	night	111	'ɾatɾə	ɾatɾə	ɾ a t ɾ ə	1198
2328	Polish	night	111	nɔʦ	nɔʦ	n ɔ ʦ	1199
2329	Portuguese_ST	night	111	ˈnɔjtɨ	nɔjtɨ	n ɔ j t ɨ	1199
2330	Russian	night	111	notʃ	noʧ	n o ʧ	1199
2331	Spanish	night	111	'noʧe	noʧe	n o ʧ e	1199
2332	Bihari	night	111	rait	rait	r ai t	1198
2333	Oriya	night	111	rati	rati	r a t i	1198
2334	Oriya	night	111	ɔndharɔ	ɔndʱarɔ	ɔ n dʱ a r ɔ	1201
2335	Urdu	night	111	ɾɑt̪	ɾɑt̪	ɾ ɑ t̪	1198
# 
2336	Urdu	nose	112	nɑk	nɑk	n ɑ k	1203
2337	Armenian_Mod	nose	112	kʰitʰ	kʰitʰ	kʰ i tʰ	1202
2338	Czech	nose	112	nos	nos	n o s	1203
2339	German	nose	112	'na:zə	naːzə	n aː z ə	1203
2340	Italian	nose	112	'naso	naso	n a s o	1203
2341	Swedish	nose	112	ˈnɛːsa	nɛːsa	n ɛː s a	1203
2342	Danish	nose	112	ˈnε:sə	nɛːsə	n ɛː s ə	1203
2343	Dutch_List	nose	112	nøs	nøs	n ø s	1203
2344	English	nose	112	nəʊz	nəʊz	n əʊ z	1203
2345	French	nose	112	nɛ	nɛ	n ɛ	1203
2346	Breton_ST	nose	112	fri:	friː	f r iː	1204
2347	Greek_Mod	nose	112	'miti	miti	m i t i	1205
2348	Marathi	nose	112	nak	nak	n a k	1203
2349	Polish	nose	112	nɔs	nɔs	n ɔ s	1203
2350	Portuguese_ST	nose	112	nɐˈɾiʃ	nɐɾiʃ	n ɐ ɾ i ʃ	1206
2351	Russian	nose	112	nos	nos	n o s	1203
2352	Spanish	nose	112	na'ɾiθ	naɾiθ	n a ɾ i θ	1206
2353	Catalan	nose	112	nas	nas	n a s	1203
2354	Bihari	nose	112	nak	nak	n a k	1203
2355	Oriya	nose	112	nakɔ	nakɔ	n a k ɔ	1203
# 
2356	Urdu	not	113	nəhĩ	nəhĩ	n ə h ĩ	1208
2357	Armenian_Mod	not	113	voʧʰ, ʧʰ	voʧʰ	v o ʧʰ	1207
2358	Czech	not	113	nɛ	nɛ	n ɛ	1208
2359	German	not	113	nɪçt	nɪçt	n ɪ ç t	1208
2360	Italian	not	113	nɔ, non	nɔ	n ɔ	1208
2361	Swedish	not	113	ˈɪntɛ	ɪntɛ	ɪ n t ɛ	1212
2362	Breton_ST	not	113	ne...ke(d)	ne...ked	n e k e d	1209
2363	Catalan	not	113	no	no	n o	1208
2364	Danish	not	113	eg̥ʰə, eg̥ʰ	eg̥ʰə	e g̥ʰ ə	1210
2365	Dutch_List	not	113	nit	nit	n i t	1208
2366	English	not	113	nɒt	nɒt	n ɒ t	1208
2367	French	not	113	nɔ̃	nɔ̃	n ɔ̃	1208
2368	Greek_Mod	not	113	mi(n)	min	m i n	1211
2369	Marathi	not	113	'naɦi:, nə	naɦiː	n a ɦ iː	1208
2370	Polish	not	113	ɲɛ	ɲɛ	ɲ ɛ	1208
2371	Portuguese_ST	not	113	nɐ̃ũ	nɐ̃uː	n ɐ̃uː	1208
2372	Russian	not	113	nʲe	nʲe	nʲ e	1208
2373	Spanish	not	113	no	no	n o	1208
2374	Bihari	not	113	nəi	nəi	n əi	1208
2375	Oriya	not	113	nahĩ	nahĩ	n a h ĩ	1208
2376	Greek_Mod	not	113	ðe̞(n)	ðe̞n	ð e̞ n	1213
# 
2377	Armenian_Mod	old	114	hin	hin	h i n	1214
2378	Czech	old	114	stariː	stariː	s t a r iː	1218
2379	German	old	114	alt	alt	a l t	1220
2380	Italian	old	114	'vekkjo	vekkjo	v e kː j o	1217
2381	Swedish	old	114	'gamal	gamal	g a m a l	1219
2382	Breton_ST	old	114	koːs	koːs	k oː s	1216
2383	Catalan	old	114	bɛʎ	bɛʎ	b ɛ ʎ	1217
2384	Danish	old	114	ˈg̥ɑməl	g̥ɑməl	g̥ ɑ m ə l	1219
2385	Dutch_List	old	114	ɑut	ɑut	ɑu t	1220
2386	English	old	114	əʊld	əʊld	əʊ l d	1220
2387	French	old	114	vjø	vjø	v j ø	1217
2388	Greek_Mod	old	114	paˌle̞ˈo̞s	pale̞o̞s	p a l e̞o̞ s	1221
2389	Marathi	old	114	'mɦataɾa	mɦataɾa	m ɦ a t a ɾ a	1222
2390	Polish	old	114	ˈstarɨ	starɨ	s t a r ɨ	1218
2391	Portuguese_ST	old	114	ˈvɛʎu	vɛʎu	v ɛ ʎ u	1217
2392	Russian	old	114	'starɨj	starɨj	s t a r ɨ j	1218
2393	Spanish	old	114	'bjexo	bjexo	b j e x o	1217
2394	Bihari	old	114	puran	puran	p u r a n	1215
2395	Oriya	old	114	buṛha	buɽha	b u ɽ h a	1215
2396	Oriya	old	114	puruṇa	puruɳa	p u r u ɳ a	1215
2397	Urdu	old	114	buɽʰɑ	buɽʰɑ	b u ɽʰ ɑ	1215
2398	Marathi	old	114	dzu'na	dzuna	d z u n a	1224
2399	Urdu	old	114	pʊɾɑnɑ	pʊɾɑnɑ	p ʊ ɾ ɑ n ɑ	1215
2400	Catalan	old	114	ənsi'a	ənsia	ə n s ia	1223
# 
2401	Urdu	one	115	ʔek	ʔek	ʔ e k	1225
2402	Czech	one	115	jɛdɛn	jɛdɛn	j ɛ d ɛ n	1227
2403	German	one	115	a‿in	ain	ai n	1228
2404	Italian	one	115	'uno	uno	u n o	1226
2405	Swedish	one	115	ɛn	ɛn	ɛ n	1228
2406	Catalan	one	115	un	un	u n	1226
2407	Danish	one	115	en	en	e n	1228
2408	Dutch_List	one	115	en	en	e n	1228
2409	English	one	115	wʌn	wʌn	w ʌ n	1228
2410	French	one	115	œ̃	œ̃	œ̃	1229
2411	Greek_Mod	one	115	ˈe̞na	e̞na	e̞ n a	1230
2412	Marathi	one	115	ek	ek	e k	1225
2413	Polish	one	115	ˈjɛdɛn	jɛdɛn	j ɛ d ɛ n	1227
2414	Portuguese_ST	one	115	ũ	uː	uː	1229
2415	Russian	one	115	o'din	odin	o d i n	1227
2416	Spanish	one	115	'uno	uno	u n o	1226
2417	Bihari	one	115	ek	ek	e k	1225
2418	Oriya	one	115	ekɔ	ekɔ	e k ɔ	1225
2419	Armenian_Mod	one	115	mɛk	mɛk	m ɛ k	1225
# 
2420	Urdu	other	116	ˈd̪us.ɾɑ	d̪us.ɾɑ	d̪ u s ɾ ɑ	1232
2421	Armenian_Mod	other	116	uˈɾiʃ	uɾiʃ	u ɾ i ʃ	1231
2422	Czech	other	116	jɪniː	jɪniː	j ɪ n iː	1234
2423	German	other	116	'andɐ	andɐ	a n d ɐ	1236
2424	Italian	other	116	'altro	altro	a l t r o	1237
2425	Swedish	other	116	'anan, 'anat	anan	a n a n	1235
2426	Danish	other	116	ˈanən	anən	a n ə n	1235
2427	Dutch_List	other	116	'ɑndər	ɑndər	ɑ n d ə r	1236
2428	English	other	116	'ʌðə	ʌðə	ʌ ð ə	1236
2429	French	other	116	otʀ	otʀ	o t ʀ	1237
2430	Breton_ST	other	116	al	al	a l	1233
2431	Greek_Mod	other	116	ˈalo̞s	alo̞s	a l o̞ s	1231
2432	Marathi	other	116	dus'ɾa	dusɾa	d u s ɾ a	1232
2433	Portuguese_ST	other	116	ˈo(ou)tɾu	ooutɾu	oou t ɾ u	1237
2434	Russian	other	116	dru'goj	drugoj	d r u g o j	1239
2435	Spanish	other	116	'otɾo	otɾo	o t ɾ o	1237
2436	Bihari	other	116	dosər	dosər	d o s ə r	1232
2437	Oriya	other	116	au	au	au	1238
2438	Oriya	other	116	ɔnyanyɔ	ɔnyanyɔ	ɔ n ya n yɔ	1242
2439	Dutch_List	other	116	nɔχ en	nɔχ#en	n ɔ χ # e n	1240
2440	Armenian_Mod	other	116	ɑɪ̯l	ɑɪ̯l	ɑɪ̯ l	1233
2441	Polish	other	116	ˈdruɡi	druɡi	d r u ɡ i	1239
2442	Marathi	other	116	ba'ki:tse	bakiːtse	b a k iː t s e	1241
# 
2443	Urdu	person	117	ʔɪnsɑn	ʔɪnsɑn	ʔ ɪ n s ɑ n	1253
2444	German	person	117	mɛnʃ	mɛnʃ	m ɛ n ʃ	1247
2445	Italian	person	117	per'sona	persona	p e r s o n a	1245
2446	Swedish	person	117	pæ'ʂu:n	pæʂuːn	p æ ʂ uː n	1246
2447	English	person	117	'pɜ:sən	pɜːsən	p ɜː s ə n	1246
2448	Breton_ST	person	117	dẽ:n	dẽːn	d ẽː n	1244
2449	Danish	person	117	b̥ʰæɐ̯ˈson	b̥ʰæɐ̯son	b̥ʰ æɐ̯ s o n	1246
2450	Dutch_List	person	117	mɛns	mɛns	m ɛ n s	1247
2451	French	person	117	pɛʀsɔn	pɛʀsɔn	p ɛ ʀ s ɔ n	1245
2452	Greek_Mod	person	117	ˈan̪θro̞ˌpo̞s	an̪θro̞po̞s	a n̪ θ r o̞ p o̞ s	1248
2453	Marathi	person	117	maɳu:s, manu:ʂjə	maɳuːs	m a ɳ uː s	1249
2454	Russian	person	117	tʃelo'vʲek	ʧelovʲek	ʧ e l o vʲ e k	1251
2455	Bihari	person	117	byekti	byekti	b ye k t i	1243
2456	Bihari	person	117	admi	admi	a d m i	1254
2457	Oriya	person	117	lokɔ	lokɔ	l o k ɔ	1250
2458	Oriya	person	117	byɔkti	byɔkti	b yɔ k t i	1243
2459	Oriya	person	117	mɔṇisɔ	mɔɳisɔ	m ɔ ɳ i s ɔ	1255
2460	Spanish	person	117	'ombɾe	ombɾe	o m b ɾ e	1252
2461	Catalan	person	117	pəɾˈsonə	pəɾsonə	p ə ɾ s o n ə	1245
# 
2462	Armenian_Mod	play	118	χɑˈʁɑl	χɑʁɑl	χ ɑ ʁ ɑ l	1256
2463	Czech	play	118	ɦraːt	ɦraːt	ɦ r aː t	1260
2464	German	play	118	'ʃpi:lən	ʃpiːlən	ʃ p iː l ə n	1262
2465	Italian	play	118	dʒo'kare	dʒokare	d ʒ o k a r e	1259
2466	Swedish	play	118	'spe:la	speːla	s p eː l a	1262
2467	Breton_ST	play	118	'xwa:ri	xwaːri	x w aː r i	1258
2468	Danish	play	118	ˈlɑjə	lɑjə	l ɑ j ə	1261
2469	Dutch_List	play	118	'spelə(n)	spelən	s p e l ə n	1262
2470	English	play	118	pleɪ	pleɪ	p l eɪ	1263
2471	French	play	118	ʒwe	ʒwe	ʒ w e	1258
2472	Greek_Mod	play	118	ˈpe̞zo̞	pe̞zo̞	p e̞ z o̞	1264
2473	Marathi	play	118	'kʰeɭɳe	kʰeɭɳe	kʰ e ɭ ɳ e	1257
2474	Portuguese_ST	play	118	ʒuˈɡaɾ	ʒuɡaɾ	ʒ u ɡ a ɾ	1259
2475	Russian	play	118	i'gratʲ	igratʲ	i g r a tʲ	1260
2476	Spanish	play	118	xu'ɣaɾ	xuɣaɾ	x u ɣ a ɾ	1259
2477	Urdu	play	118	bəʤɑnə, kʰelnə	bəʤɑnə	b ə ʤ ɑ n ə	1266
2478	Bihari	play	118	kheləb	kʰeləb	kʰ e l ə b	1257
2479	Oriya	play	118	kheḷ-	kʰeɭ	kʰ e ɭ	1257
2480	Polish	play	118	ˈbavʲiʨ ɕɛ	bavʲiʨ#ɕɛ	b a vʲ i ʨ # ɕ ɛ	1265
2481	Swedish	play	118	'le:ka	leːka	l eː k a	1261
2482	Portuguese_ST	play	118	bɾĩˈkaɾ	bɾĩkaɾ	b ɾ ĩ k a ɾ	1267
2483	Catalan	play	118	ʒu'ɣa	ʒuɣa	ʒ u ɣ a	1259
# 
2484	Armenian_Mod	pull	119	kʰɑˈʃɛl	kʰɑʃɛl	kʰ ɑ ʃ ɛ l	1268
2485	Czech	pull	119	taːɦnoʊ̯t	taːɦnoʊ̯t	t aː ɦ n oʊ̯ t	1272
2486	Catalan	pull	119	'tɾɛuwɾə	tɾɛuwɾə	t ɾ ɛu w ɾ ə	1271
2487	German	pull	119	't͜si:ən	t͜siːən	t͜s iːə n	1274
2488	Italian	pull	119	ti'rare	tirare	t i r a r e	1271
2489	Swedish	pull	119	drɑ:	drɑː	d r ɑː	1271
2490	Russian	pull	119	'tʲanutʲ	tʲanutʲ	tʲ a n u tʲ	1272
2491	Breton_ST	pull	119	'saʃã	saʃã	s a ʃ ã	1270
2492	Danish	pull	119	d̥ʰʁag̥ʰə	d̥ʰʁag̥ʰə	d̥ʰ ʁ a g̥ʰ ə	1271
2493	Dutch_List	pull	119	'trɛkə(n)	trɛkən	t r ɛ k ə n	1271
2494	English	pull	119	pʊl	pʊl	p ʊ l	1273
2495	French	pull	119	tiʀe	tiʀe	t i ʀ e	1271
2496	Greek_Mod	pull	119	traˈvo̞	travo̞	t r a v o̞	1271
2497	Marathi	pull	119	'oɖʰɳe	oɖʰɳe	o ɖʰ ɳ e	1275
2498	Polish	pull	119	ˈʨɔ̃ɡnɔ̃ʨ	ʨɔ̃ɡnɔ̃ʨ	ʨ ɔ̃ ɡ n ɔ̃ ʨ	1272
2499	Portuguese_ST	pull	119	puˈʃaɾ	puʃaɾ	p u ʃ a ɾ	1268
2500	Spanish	pull	119	ti'ɾaɾ	tiɾaɾ	t i ɾ a ɾ	1271
2501	Urdu	pull	119	kʰenʧnə	kʰenʧnə	kʰ e n ʧ n ə	1269
2502	Bihari	pull	119	khicəb	kʰicəb	kʰ i c ə b	1269
2503	Oriya	pull	119	ṭaṇ-	ʈaɳ	ʈ a ɳ	1274
2504	Spanish	pull	119	xa'laɾ	xalaɾ	x a l a ɾ	1277
2505	Armenian_Mod	pull	119	ʣəˈkʰɛl	ʣəkʰɛl	ʣ ə kʰ ɛ l	1276
2506	Swedish	pull	119	'ryka	ryka	r y k a	1278
2507	Catalan	pull	119	əsti'ɾa	əstiɾa	ə s t i ɾ a	1271
# 
2508	Armenian_Mod	push	120	həˈɾɛl	həɾɛl	h ə ɾ ɛ l	1279
2509	Catalan	push	120	əm'pɛɲə	əmpɛɲə	ə m p ɛ ɲ ə	1282
2510	German	push	120	'ʃto:sn̩	ʃtoːsn̩	ʃ t oː s n̩	1284
2511	Italian	push	120	'spindʒere	spindʒere	s p i n d ʒ e r e	1281
2512	Swedish	push	120	'ʃʉ:ta	ʃʉːta	ʃ ʉː t a	1284
2513	Greek_Mod	push	120	ˈspro̞xno̞	spro̞xno̞	s p r o̞ x n o̞	1288
2514	Marathi	push	120	dʱəkəl'ɳe	dʱəkəlɳe	dʱ ə k ə l ɳ e	1280
2515	Breton_ST	push	120	'bũntã	bũntã	b ũ n t ã	1281
2516	Polish	push	120	pxaʨ	pxaʨ	p x a ʨ	1290
2517	Portuguese_ST	push	120	ẽpuˈʀaɾ	ẽpuʀaɾ	ẽ p u ʀ a ɾ	1291
2518	Russian	push	120	tol'katʲ	tolkatʲ	t o l k a tʲ	1283
2519	Spanish	push	120	empu'xaɾ	empuxaɾ	e m p u x a ɾ	1291
2520	Danish	push	120	ˈsd̥ø:ðə	sd̥øːðə	s d̥ øː ð ə	1284
2521	Dutch_List	push	120	'sχœyvə(n)	sχœyvən	s χ œy v ə n	1285
2522	English	push	120	pʊʃ	pʊʃ	p ʊ ʃ	1286
2523	French	push	120	puse	puse	p u s e	1287
2524	Urdu	push	120	d̪ʰəkelnə	d̪ʰəkelnə	d̪ʰ ə k e l n ə	1280
2525	Bihari	push	120	dhəkləb	dʱəkləb	dʱ ə k l ə b	1280
2526	Oriya	push	120	dhɔka deba	dʱɔka#deba	dʱ ɔ k a # d e b a	1289
2527	Oriya	push	120	ṭheliba	ʈʰeliba	ʈʰ e l i b a	1280
2528	Dutch_List	push	120	'dywə(n)	dywən	d y w ə n	1292
2529	Swedish	push	120	'stø:ta	støːta	s t øː t a	1284
2530	Czech	push	120	tlatʃɪt	tlaʧɪt	t l a ʧ ɪ t	1283
# 
2531	Armenian_Mod	rain	121	ɑnʣˈɾɛv	ɑnʣɾɛv	ɑ n ʣ ɾ ɛ v	1293
2532	German	rain	121	're:gnən	reːgnən	r eː g n ə n	1298
2533	Italian	rain	121	'pjɔvere	pjɔvere	p j ɔ v e r e	1296
2534	Swedish	rain	121	rɛŋn	rɛŋn	r ɛ ŋ n	1298
2535	Catalan	rain	121	'plɔuwɾə	plɔuwɾə	p l ɔu w ɾ ə	1296
2536	Breton_ST	rain	121	glaw	glaw	g l a w	1295
2537	Danish	rain	121	ʁɑjn	ʁɑjn	ʁ ɑ j n	1298
2538	Dutch_List	rain	121	'reɣənə(n)	reɣənən	r e ɣ ə n ə n	1298
2539	English	rain	121	reɪn	reɪn	r eɪ n	1298
2540	French	rain	121	pløvwaʀ	pløvwaʀ	p l ø v w a ʀ	1296
2541	Greek_Mod	rain	121	vro̞ˈçi	vro̞çi	v r o̞ ç i	1299
2542	Marathi	rain	121	pau:s	pauːs	p auː s	1300
2543	Polish	rain	121	dɛʃʧ	dɛʃʧ	d ɛ ʃ ʧ	1297
2544	Portuguese_ST	rain	121	ˈʃuvɐ	ʃuvɐ	ʃ u v ɐ	1301
2545	Russian	rain	121	doʒdʲ	doʒdʲ	d o ʒ dʲ	1297
2546	Spanish	rain	121	'ʎuβja	ʎuβja	ʎ u β j a	1301
2547	Bihari	rain	121	bərsa	bərsa	b ə r s a	1294
2548	Urdu	rain	121	bəɾsɑt̪, bɑɾɪʃ	bəɾsɑt̪	b ə ɾ s ɑ t̪	1294
2549	Oriya	rain	121	bɔrɔs-	bɔrɔs	b ɔ r ɔ s	1294
2550	Czech	rain	121	dɛːʃtʲ	dɛːʃtʲ	d ɛː ʃ tʲ	1297
# 
2551	Armenian_Mod	red	122	kɑɾˈmiɾ	kɑɾmiɾ	k ɑ ɾ m i ɾ	1302
2552	Czech	red	122	tʃɛrvɛniː	ʧɛrvɛniː	ʧ ɛ r v ɛ n iː	1306
2553	Catalan	red	122	rɔtʃ	rɔʧ	r ɔ ʧ	1305
2554	German	red	122	ro:t	roːt	r oː t	1304
2555	Italian	red	122	'rosso	rosso	r o sː o	1305
2556	Swedish	red	122	røːd	røːd	r øː d	1304
2557	Breton_ST	red	122	ry:s	ryːs	r yː s	1304
2558	Danish	red	122	ʁoð	ʁoð	ʁ o ð	1304
2559	Dutch_List	red	122	rot	rot	r o t	1304
2560	English	red	122	rɛd	rɛd	r ɛ d	1304
2561	French	red	122	ʀuʒ	ʀuʒ	ʀ u ʒ	1305
2562	Greek_Mod	red	122	ˈko̞ciˌno̞s	ko̞cino̞s	k o̞ c i n o̞ s	1307
2563	Marathi	red	122	lal	lal	l a l	1303
2564	Polish	red	122	ʧɛrˈvɔnɨ	ʧɛrvɔnɨ	ʧ ɛ r v ɔ n ɨ	1306
2565	Portuguese_ST	red	122	vɨɾˈmɐjʎu	vɨɾmɐjʎu	v ɨ ɾ m ɐ j ʎ u	1309
2566	Russian	red	122	'krasnɨj	krasnɨj	k r a s n ɨ j	1310
2567	Spanish	red	122	'roxo	roxo	r o x o	1305
2568	Bihari	red	122	lal	lal	l a l	1303
2569	Oriya	red	122	rɔŋɡɔ	rɔŋɡɔ	r ɔ ŋ ɡ ɔ	1308
2570	Oriya	red	122	laḷ(ɔ)	laɭɔ	l a ɭ ɔ	1303
2571	Urdu	red	122	lɑl	lɑl	l ɑ l	1303
2572	Oriya	red	122	nali	nali	n a l i	1313
2573	Marathi	red	122	'tãmbdə	tãmbdə	t ã m b d ə	1311
2574	Urdu	red	122	sʊɾχ	sʊɾχ	s ʊ ɾ χ	1312
2575	Marathi	red	122	'tãmbdə	tãmbdə	t ã m b d ə	1311
2576	Catalan	red	122	bəɾ'mɛʎ, vəɾ'mɛʎ; beɾ'meʎ, veɾ'meʎ	bəɾmɛʎ	b ə ɾ m ɛ ʎ	1309
# 
2577	Czech	right	123	spraːvniː	spraːvniː	s p r aː v n iː	1317
2578	Catalan	right	123	rɛktə	rɛktə	r ɛ k t ə	1316
2579	German	right	123	rɛçt	rɛçt	r ɛ ç t	1318
2580	Italian	right	123	'dʒusto	dʒusto	d ʒ u s t o	1320
2581	Swedish	right	123	rɛt	rɛt	r ɛ t	1318
2582	Breton_ST	right	123	rɛjs	rɛjs	r ɛ j s	1315
2583	Danish	right	123	ʁad̥ʰ	ʁad̥ʰ	ʁ a d̥ʰ	1318
2584	Dutch_List	right	123	rɛχt'matəɣ	rɛχtmatəɣ	r ɛ χ t m a t ə ɣ	1319
2585	English	right	123	raɪt	raɪt	r aɪ t	1318
2586	French	right	123	ʒyst	ʒyst	ʒ y s t	1320
2587	Portuguese_ST	right	123	diˈɾɐjtu	diɾɐjtu	d i ɾ ɐ j t u	1324
2588	Russian	right	123	'pravilʲnɨj	pravilʲnɨj	p r a v i lʲ n ɨ j	1317
2589	Bihari	right	123	ʈhick	ʈʰick	ʈʰ i c k	1314
2590	Oriya	right	123	(sɔ)ṭhik	sɔʈʰik	s ɔ ʈʰ i k	1323
2591	Urdu	right	123	d̪ɾust	d̪ɾust	d̪ ɾ u s t	1324
2592	Marathi	right	123	bə'ɾobəɾ	bəɾobəɾ	b ə ɾ o b ə ɾ	1322
2593	Urdu	right	123	ʈʰik	ʈʰik	ʈʰ i k	1314
2594	Urdu	right	123	səhih	səhih	s ə h i h	1329
2595	Greek_Mod	right	123	so̞ˈsto̞s	so̞sto̞s	s o̞ s t o̞ s	1321
2596	Dutch_List	right	123	rɛχt	rɛχt	r ɛ χ t	1318
2597	Dutch_List	right	123	war	war	w a r	1327
2598	Dutch_List	right	123	ɛχt	ɛχt	ɛ χ t	1318
2599	Catalan	right	123	dɾɛt	dɾɛt	d ɾ ɛ t	1324
2600	Catalan	right	123	ʒus	ʒus	ʒ u s	1326
2601	Marathi	right	123	'kʰəɾə	kʰəɾə	kʰ ə ɾ ə	1325
2602	Marathi	right	123	'jogjə	jogjə	j o g j ə	1328
2603	Swedish	right	123	rɪktɪɡ	rɪktɪɡ	r ɪ k t ɪ ɡ	1316
2604	Spanish	right	123	ko'rekto	korekto	k o r e k t o	1316
2605	Portuguese_ST	right	123	kuˈʀɛtu	kuʀɛtu	k u ʀ ɛ t u	1316
2606	Catalan	right	123	ku'rektə, ko'rɛkte	kurektə	k u r e k t ə	1316
# 
2607	Armenian_Mod	rightside	124	ɑʧʰ	ɑʧʰ	ɑ ʧʰ	1330
2608	Czech	rightside	124	praviː	praviː	p r a v iː	1334
2609	Catalan	rightside	124	dɾɛt	dɾɛt	d ɾ ɛ t	1333
2610	German	rightside	124	rɛçt	rɛçt	r ɛ ç t	1336
2611	Italian	rightside	124	'dɛstro	dɛstro	d ɛ s t r o	1333
2612	Swedish	rightside	124	'hø:gər	høːgər	h øː g ə r	1335
